"DateTime","Players","Average Players","Twitch Viewers"
"2014-08-01 00:00:00",272,,
"2014-08-02 00:00:00",,,
"2014-08-03 00:00:00",,,
"2014-08-04 00:00:00",,,
"2014-08-05 00:00:00",,,
"2014-08-06 00:00:00",,,
"2014-08-07 00:00:00",,,
"2014-08-08 00:00:00",,,
"2014-08-09 00:00:00",,,
"2014-08-10 00:00:00",,,
"2014-08-11 00:00:00",,,
"2014-08-12 00:00:00",,,
"2014-08-13 00:00:00",,,
"2014-08-14 00:00:00",,,
"2014-08-15 00:00:00",,,
"2014-08-16 00:00:00",,,
"2014-08-17 00:00:00",,,
"2014-08-18 00:00:00",,,
"2014-08-19 00:00:00",,,
"2014-08-20 00:00:00",,,
"2014-08-21 00:00:00",,,
"2014-08-22 00:00:00",,,
"2014-08-23 00:00:00",,,
"2014-08-24 00:00:00",,,
"2014-08-25 00:00:00",,,
"2014-08-26 00:00:00",,,
"2014-08-27 00:00:00",,,
"2014-08-28 00:00:00",,,
"2014-08-29 00:00:00",,,
"2014-08-30 00:00:00",,,
"2014-08-31 00:00:00",,,
"2014-09-01 00:00:00",206,,
"2014-09-02 00:00:00",,,
"2014-09-03 00:00:00",,,
"2014-09-04 00:00:00",,,
"2014-09-05 00:00:00",,,
"2014-09-06 00:00:00",,,
"2014-09-07 00:00:00",,,
"2014-09-08 00:00:00",,,
"2014-09-09 00:00:00",,,
"2014-09-10 00:00:00",,,
"2014-09-11 00:00:00",,,
"2014-09-12 00:00:00",,,
"2014-09-13 00:00:00",,,
"2014-09-14 00:00:00",,,
"2014-09-15 00:00:00",,,
"2014-09-16 00:00:00",,,
"2014-09-17 00:00:00",,,
"2014-09-18 00:00:00",,,
"2014-09-19 00:00:00",,,
"2014-09-20 00:00:00",,,
"2014-09-21 00:00:00",,,
"2014-09-22 00:00:00",,,
"2014-09-23 00:00:00",,,
"2014-09-24 00:00:00",,,
"2014-09-25 00:00:00",,,
"2014-09-26 00:00:00",,,
"2014-09-27 00:00:00",,,
"2014-09-28 00:00:00",,,
"2014-09-29 00:00:00",,,
"2014-09-30 00:00:00",,,
"2014-10-01 00:00:00",192,,
"2014-10-02 00:00:00",,,
"2014-10-03 00:00:00",,,
"2014-10-04 00:00:00",,,
"2014-10-05 00:00:00",,,
"2014-10-06 00:00:00",,,
"2014-10-07 00:00:00",,,
"2014-10-08 00:00:00",,,
"2014-10-09 00:00:00",,,
"2014-10-10 00:00:00",,,
"2014-10-11 00:00:00",,,
